railway carriage ,вагон,"Local area, holiday and travel"
recommendation ,рекомендация,"Local area, holiday and travel"
"region, area ",регион,"Local area, holiday and travel"
"region, district ",район,"Local area, holiday and travel"
resort ,курорт,"Local area, holiday and travel"
return ticket ,обратный билет,"Local area, holiday and travel"
river ,река,"Local area, holiday and travel"
road ,дорога,"Local area, holiday and travel"
room ,комната,"Local area, holiday and travel"
room (in hotel) ,номер,"Local area, holiday and travel"
Russian doll ,матрёшка,"Local area, holiday and travel"
sea ,море,"Local area, holiday and travel"
season ,"сезон, время года","Local area, holiday and travel"
shop ,магазин,"Local area, holiday and travel"
shopping ,покупки,"Local area, holiday and travel"
shopping centre ,торговый центр,"Local area, holiday and travel"
show ,шоу,"Local area, holiday and travel"
shower ,душ,"Local area, holiday and travel"
"sight, tourist attraction, place to see ",достопримечательность f,"Local area, holiday and travel"
single ticket ,билет в одну сторону,"Local area, holiday and travel"
snack bar ,буфет,"Local area, holiday and travel"
"snack bar, buffet (on a train) ",вагон-ресторан,"Local area, holiday and travel"
